,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
1407,0001558370-24-014340,1875558,"NUVECTIS PHARMA, INC.",2834.0,US,NJ,FORT LEE,07024,"1 BRIDGE PLAZA, SUITE 275",,360-837-7232,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1410,0001558370-24-014368,1865187,"ARIS WATER SOLUTIONS, INC.",1389.0,US,TX,HOUSTON,77024,9651 KATY FREEWAY,SUITE 400,(832) 304-7003,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,23900000.0,,
1414,0001558370-24-014411,1037676,"ARCH RESOURCES, INC.",1221.0,US,MO,ST LOUIS,63141,CITY PLACE ONE STE 300,ARCH MINERAL CORP,3149942700,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,3357291000.0,,,,
1418,0001558370-24-014426,75252,OWENS & MINOR INC/VA/,5047.0,US,VA,MECHANICSVILLE,23116,9120 LOCKWOOD BLVD,,8047237000,1-LAF,0,1231.0,8-K,10312024,,,11052024,0,0,,,13950415000.0,,,,
1422,0001558370-24-014430,1278027,"B&G FOODS, INC.",2000.0,US,NJ,PARSIPPANY,07054,FOUR GATEHALL DRIVE,SUITE 110,9734016500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,2986767000.0,,,,
1426,0001558370-24-014442,842023,BIO-TECHNE CORP,2836.0,US,MN,MINNEAPOLIS,55413,614 MCKINLEY PL N E,,6123798854,1-LAF,0,630.0,8-K,10312024,,,11052024,0,0,,,5287180000.0,,,,
1429,0001558370-24-014451,701719,ENVELA CORP,5944.0,US,TX,IRVING,75038,1901 GATEWAY DRIVE,SUITE 100,9725874049,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,1403698281.0,,,,
1431,0001558370-24-014455,1438423,EVERSPIN TECHNOLOGIES INC,3674.0,US,AZ,CHANDLER,85226,5670 W. CHANDLER BOULEVARD,SUITE 100,480-347-1111,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,195929000.0,,,,
1437,0001562762-24-000254,1237831,GLOBUS MEDICAL INC,3841.0,US,PA,AUDUBON,19403,2560 GENERAL ARMISTEAD AVENUE,,610-930-1800,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,4809969000.0,,,,
1455,0001617242-24-000084,1617242,KEARNY FINANCIAL CORP.,6035.0,US,NJ,FAIRFIELD,07004,120 PASSAIC AVENUE,,(973) 244-4500,2-ACC,0,630.0,10-Q,09302024,2025.0,Q1,11052024,0,1,,,,,,,
1464,0001628280-24-045099,1754195,TRULIEVE CANNABIS CORP.,2833.0,US,FL,QUINCY,32351,6749 BEN BOSTIC ROAD,,8502988866,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,4418614000.0,,,,
1470,0001628280-24-045114,1665988,BIOVENTUS INC.,3841.0,US,NC,DURHAM,27703,"4721 EMPEROR BOULEVARD, SUITE 100",,(919) 474-6700,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,2371964000.0,,,,
1471,0001628280-24-045122,1652535,"ICHOR HOLDINGS, LTD.",3674.0,US,CA,FREMONT,94538,3185 LAURELVIEW CT.,,510-897-5200,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,919059000.0,,,,
1475,0001628280-24-045189,1621434,"BLACK STONE MINERALS, L.P.",1311.0,US,TX,HOUSTON,77022,"1001 FANNIN STREET, SUITE 2020",,(713)658-0647,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1486,0001628280-24-045364,882796,BIOCRYST PHARMACEUTICALS INC,2836.0,US,NC,DURHAM,27703,4505 EMPEROR BOULEVARD,SUITE 200,919-859-1302,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1494,0001654954-24-013703,917225,SOLITARIO RESOURCES CORP.,1040.0,US,CO,WHEAT RIDGE,80033,4251 KIPLING STREET,SUITE 390,3035341030,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1500,0001656423-24-000059,1037540,"BXP, INC.",6798.0,US,MA,BOSTON,02199,800 BOYLSTON STREET,SUITE 1900,6172363300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,25906292000.0,,,,
1503,0001666700-24-000036,1666700,"DUPONT DE NEMOURS, INC.",2821.0,US,DE,WILMINGTON,19805,974 CENTRE ROAD,BUILDING 730,(302) 295-5783,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,6874000000.0,,,
1505,0001667011-24-000036,1667011,"ARTERIS, INC.",3674.0,US,CA,CAMPBELL,95008,"900 E. HAMILTON AVE, SUITE 300",,(408) 470-7300,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,295583000.0,,,,
1510,0001689375-24-000063,1689375,"ENTRADA THERAPEUTICS, INC.",2834.0,US,MA,BOSTON,02210,ONE DESIGN CENTER PLACE,SUITE 17-500,857-305-1825,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1515,0001701541-24-000042,1701541,"BLACK DIAMOND THERAPEUTICS, INC.",2836.0,US,MA,CAMBRIDGE,02142,"ONE MAIN STREET, 14TH FLOOR",,617-417-5868,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1516,0001709048-24-000063,1709048,GLOBALFOUNDRIES INC.,3674.0,US,NY,MALTA,12020,400 STONEBREAK ROAD EXTENSION,,(518) 305-9013,1-LAF,0,1231.0,6-K,09302024,,,11052024,0,1,,,9074000000.0,,,,
1519,0001718405-24-000029,1718405,HYCROFT MINING HOLDING CORP,1040.0,US,NV,WINNEMUCCA,89445,4300 WATER CANYON ROAD,UNIT 1,7753040260,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1522,0001731122-24-001709,1762239,"KAIVAL BRANDS INNOVATIONS GROUP, INC.",5960.0,US,FL,GRANT-VALKARIA,32949,4460 OLD DIXIE HIGHWAY,,(833) 452-4825,4-NON,0,1031.0,8-K,10312024,,,11052024,0,0,,,13492922.0,,,,
1532,0001819142-24-000049,1819142,SES AI CORP,3690.0,US,MA,WOBURN,01801,35 CABOT RD.,,339-298-8750,1-LAF,0,1231.0,8-K,10312024,,,11052024,0,0,,,,,,,
1540,0001822492-24-000164,1822492,HILLMAN SOLUTIONS CORP.,3420.0,US,OH,CINCINNATI,45240,1280 KEMPER MEADOW DR.,,513-851-4900,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1542,0001823878-24-000047,1823878,"PLAYSTUDIOS, INC.",7372.0,US,NV,LAS VEGAS,89144,10150 COVINGTON CROSS DRIVE,,725-877-7000,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,2500000.0,
1543,0001826466-24-000138,1798458,"CARRIAGE HOUSE EVENT CENTER, INC.",7200.0,US,CO,CASTLE PINES,80108,6521 OCASO DRIVE,,303-730-7939,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1550,0001837686-24-000110,1837686,"VIMEO, INC.",7370.0,US,NY,NEW YORK,10001,330 WEST 34TH STREET,5TH FLOOR,212-524-8791,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,2245021000.0,,,,
1570,0001953366-24-000023,1953366,STAR HOLDINGS,6519.0,US,NY,NEW YORK,10036,1114 AVENUE OF THE AMERICAS,39TH FLOOR,212 930-9400,4-NON,0,1231.0,8-K,10312024,,,11052024,0,0,,,,,,,
1576,0002008861-24-000030,2008861,"ENDO, INC.",2834.0,US,PA,MALVERN,19355,1400 ATWATER DRIVE,,(484) 216-0000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11052024,0,1,,,,,,,
1580,0000004904-24-000100,4904,AMERICAN ELECTRIC POWER CO INC,4911.0,US,OH,COLUMBUS,43215,1 RIVERSIDE PLAZA,,614-716-1000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1583,0000018230-24-000053,18230,CATERPILLAR INC,3531.0,US,TX,IRVING,75039,5205 N. O'CONNOR BOULEVARD,SUITE 100,9728917700,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1585,0000022356-24-000056,22356,COMMERCE BANCSHARES INC /MO/,6022.0,US,MO,KANSAS CITY,64106,1000 WALNUT,,8162342000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1587,0000031791-24-000028,31791,"REVVITY, INC.",3826.0,US,MA,WALTHAM,02451,77 4TH AVENUE,,781-663-6900,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,112000000.0,939000.0,,
1593,0000055242-24-000067,55242,KENNAMETAL INC,3541.0,US,PA,PITTSBURGH,15219,525 WILLIAM PENN PLACE,SUITE 3300,4122488000,1-LAF,0,630.0,10-Q,09302024,2025.0,Q1,11062024,0,1,,,4370961000.0,91500000.0,,,
1604,0000078890-24-000348,78890,BRINKS CO,4731.0,US,VA,RICHMOND,23226-1800,1801 BAYBERRY COURT,P O BOX 18100,804-289-9600,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1608,0000099250-24-000017,99250,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",4922.0,US,TX,HOUSTON,77251,2800 POST OAK BLVD,PO BOX 1396,7132152000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,85100000.0,,,
1617,0000107263-24-000095,107263,"WILLIAMS COMPANIES, INC.",4922.0,US,OK,TULSA,74172,ONE WILLIAMS CTR,,9185732000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,371000000.0,,,
1618,0000110019-24-000016,110019,NORTHWEST PIPELINE LLC,4922.0,US,UT,SALT LAKE CITY,84108,295 CHIPETA WAY,,801-583-8800,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,8000000.0,,,
1620,0000215466-24-000122,215466,"COEUR MINING, INC.",1040.0,US,IL,CHICAGO,60606,200 SOUTH WACKER DRIVE,SUITE 2100,312-489-5800,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,168089000.0,,,,
1622,0000700923-24-000054,700923,MYR GROUP INC.,1623.0,US,CO,THORNTON,80241,12121 GRANT STREET,SUITE 610,3032868000,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,2277497000.0,,,,
1623,0000703351-24-000042,703351,"BRINKER INTERNATIONAL, INC",5812.0,US,TX,DALLAS,75019,3000 OLYMPUS BLVD.,,9729809917,1-LAF,0,630.0,8-K,10312024,,,11062024,0,0,,,,,,,
1635,0000733269-24-000039,733269,"LIVERAMP HOLDINGS, INC.",7374.0,US,CA,SAN FRANCISCO,94104,225 BUSH STREET,17TH FLOOR,866-352-3267,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11062024,0,1,,,3180687000.0,,,,
1641,0000776867-24-000019,776867,WHITE MOUNTAINS INSURANCE GROUP LTD,6331.0,US,NH,HANOVER,03755,23 SOUTH MAIN STREET,SUITE 3B,603 640 2200,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1643,0000793952-24-000165,793952,"HARLEY-DAVIDSON, INC.",3751.0,US,WI,MILWAUKEE,53208,3700 W JUNEAU AVE,,414-343-8553,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,11321030000.0,,,,
1648,0000811830-24-000058,811830,"SANTANDER HOLDINGS USA, INC.",6021.0,US,MA,BOSTON,02109,75 STATE STREET,,8004938219,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1655,0000833640-24-000171,833640,POWER INTEGRATIONS INC,3674.0,US,CA,SAN JOSE,95138,5245 HELLYER AVE,,4084149200,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,1878082000.0,,,,
1657,0000844059-24-000041,844059,"FRP HOLDINGS, INC.",6500.0,US,FL,JACKSONVILLE,32202,200 W. FORSYTH ST.,7TH FLOOR,9043965733,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1659,0000851968-24-000129,851968,MOHAWK INDUSTRIES INC,2273.0,US,GA,CALHOUN,30701,160 S INDUSTRIAL BLVD,PO BOX 12069,706-624-2032,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,19937112000.0,,,,
1671,0000891166-24-000099,891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331.0,US,FL,FORT LAUDERDALE,33309,1110 W. COMMERCIAL BLVD.,SUITE 100,954-958-1200,2-ACC,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1683,0000915913-24-000158,915913,ALBEMARLE CORP,2821.0,US,NC,CHARLOTTE,28209,4250 CONGRESS STREET,SUITE 900,980-299-5700,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,38705293000.0,443994000.0,,,
1686,0000917491-24-000021,917491,FARO TECHNOLOGIES INC,3829.0,US,FL,LAKE MARY,32746-6204,125 TECHNOLOGY PARK,,4073339911,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,1183394000.0,,,,
1691,0000937834-24-000014,937834,METROPOLITAN LIFE INSURANCE CO,6311.0,US,NY,NEW YORK,10166,200 PARK AVENUE,,212-578-9000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1695,0000950170-24-121714,1031623,GULF ISLAND FABRICATION INC,3440.0,US,TX,THE WOODLANDS,77380,2170 BUCKTHORNE PL,SUITE 420,713-714-6123,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,14817000.0,,,,
1707,0000950170-24-121818,1819133,"TANGO THERAPEUTICS, INC.",2834.0,US,MA,BOSTON,02215,201 BROOKLINE AVENUE,SUITE 901,(857) 320-4900,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1715,0000950170-24-121837,1835022,"COYA THERAPEUTICS, INC.",2834.0,US,TX,HOUSTON,77024,"12645 MEMORIAL DR., SUITE F1 #305",,650.739.3939,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1717,0000950170-24-121839,1394056,"ONE STOP SYSTEMS, INC.",3571.0,US,CA,ESCONDIDO,92029,2235 ENTERPRISE ST STE 110,,760-745-9883,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,278985675.0,,,,
1718,0000950170-24-121840,1837014,"SMARTRENT, INC.",7373.0,US,AZ,SCOTTSDALE,85255,8665 E HARTFORD DRIVE SUITE 200,,844.479.1555,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1724,0000950170-24-121858,100726,UNIFI INC,2200.0,US,NC,GREENSBORO,27419-9109,7201 WEST FRIENDLY RD,P O BOX 19109,9192944410,2-ACC,0,630.0,10-Q,09302024,2025.0,Q1,11062024,0,1,,,749488000.0,,,,
1725,0000950170-24-121863,73309,NUCOR CORP,3312.0,US,NC,CHARLOTTE,28211,1915 REXFORD RD,,7043667000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,20317674000.0,,,,
1742,0000950170-24-122233,1743415,SCP PRIVATE CREDIT INCOME BDC LLC,,US,NY,NEW YORK,10022,500 PARK AVENUE,5TH FLOOR,(212) 993-1670,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1749,0000950170-24-122240,1000209,MEDALLION FINANCIAL CORP,6199.0,US,NY,NEW YORK,10022,437 MADISON AVE 38 TH FLOOR,,2123282153,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1753,0000950170-24-122247,1707502,SOLID BIOSCIENCES INC.,2836.0,US,MA,CHARLESTOWN,02129,500 RUTHERFORD AVENUE,3RD FLOOR,617-337-4680,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1765,0000950170-24-122270,1881487,PROFRAC HOLDING CORP.,1389.0,US,TX,WILLOW PARK,76087,333 SHOPS BOULEVARD,SUITE 301,254-776-3722,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1774,0000950170-24-122291,1178253,SCYNEXIS INC,2834.0,US,NJ,JERSEY CITY,07302-6548,1 EVERTRUST PLAZA,13TH FLOOR,201-884-5485,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1787,0000950170-24-122312,1534969,"SERA PROGNOSTICS, INC.",8071.0,US,UT,SALT LAKE CITY,84109,2749 E. PARLEYS WAY,SUITE 200,(801) 990-0520,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1789,0000950170-24-122318,1824893,"SURROZEN, INC./DE",2836.0,US,CA,SOUTH SAN FRANCISCO,94080,171 OYSTER POINT BLVD,SUITE 400,650-475-2820,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1792,0000950170-24-122323,1854139,ZEVIA PBC,2086.0,US,CA,ENCINO,91436,15821 VENTURA BLVD.,SUITE 135,203-331-7639,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,587776000.0,,,,
1793,0000950170-24-122324,1789832,HESS MIDSTREAM LP,1311.0,US,TX,HOUSTON,77010,1501 MCKINNEY STREET,,2125368039,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1804,0000950170-24-122343,1726445,"SEER, INC.",3826.0,US,CA,REDWOOD CITY,94065,"3800 BRIDGE PARKWAY, SUITE 102",,650-453-0000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,46110000.0,,,,
1810,0000950170-24-122360,1409375,"ORION ENERGY SYSTEMS, INC.",3640.0,US,WI,MANITOWOC,54220,2210 WOODLAND DRIVE,,800-660-9340,4-NON,0,331.0,10-Q,09302024,2024.0,Q2,11062024,0,1,,,220225000.0,,,,
1823,0000950170-24-122386,1057379,"HACKETT GROUP, INC.",8742.0,US,FL,MIAMI,33131,1001 BRICKELL BAY DRIVE,SUITE 3000,3053758005,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,1194144000.0,,,,
1825,0000950170-24-122395,315131,PHX MINERALS INC.,1311.0,US,TX,FORT WORTH,76107,1320 SOUTH UNIVERSITY DRIVE,SUITE 720,4059481560,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1829,0000950170-24-122416,4457,U-HAUL HOLDING CO /NV/,7510.0,US,NV,RENO,89511,5555 KIETZKE LANE STE 100,,7756886300,1-LAF,0,331.0,8-K,10312024,,,11062024,0,0,,,,,,,
1836,0000950170-24-122439,1743759,"CORSAIR GAMING, INC.",3577.0,US,CA,MILPITAS,95035,115 N. MCCARTHY BOULEVARD,,5106578747,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,7327971000.0,,,,
1839,0000950170-24-122443,1833214,"SAB BIOTHERAPEUTICS, INC.",2836.0,US,FL,MIAMI BEACH,33140,777 W 41ST ST,SUITE 401,305-845-2813,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1841,0000950170-24-122460,1332551,ACRES COMMERCIAL REALTY CORP.,6798.0,US,NY,UNIONDALE,11556,390 RXR PLAZA,,516-535-0015,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1849,0000950170-24-122490,1538849,CROSSAMERICA PARTNERS LP,5172.0,US,PA,ALLENTOWN,18101,645 HAMILTON STREET,SUITE 400,610-625-8000,2-ACC,0,1231.0,8-K,10312024,,,11062024,0,0,,,2556003000.0,45700000.0,,,
1854,0001004702-24-000121,1004702,OCEANFIRST FINANCIAL CORP,6021.0,US,NJ,TOMS RIVER,08753-8396,975 HOOPER AVE,,7322404500,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1855,0001005817-24-000027,1005817,TOMPKINS FINANCIAL CORP,6022.0,US,NY,ITHACA,14850,118 E SENECA STREET,P.O. BOX 460,607-274-2078,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1873,0001037976-24-000044,1037976,JONES LANG LASALLE INC,6531.0,US,IL,CHICAGO,60601,200 E RANDOLPH DR,,3127825800,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1888,0001084961-24-000100,1084961,ENCORE CAPITAL GROUP INC,6153.0,US,CA,SAN DIEGO,92108,350 CAMINO DE LA REINA,SUITE 100,877-445-4581,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1889,0001089819-24-000029,1089819,CLECO CORPORATE HOLDINGS LLC,4911.0,US,LA,PINEVILLE,71360-5226,2030 DONAHUE FERRY ROAD,,3184847400,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,1356000.0,,,,
1890,0001090727-24-000064,1090727,UNITED PARCEL SERVICE INC,4210.0,US,GA,ATLANTA,30328,55 GLENLAKE PARKWAY NE,,4048286000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1892,0001099800-24-000086,1099800,EDWARDS LIFESCIENCES CORP,3842.0,US,CA,IRVINE,92614,ONE EDWARDS WAY,,9492502500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,29909900000.0,,,,
1903,0001104659-24-114569,1055160,"MFA FINANCIAL, INC.",6798.0,US,NY,NEW YORK,10022,350 PARK AVENUE,20TH FL,2122076400,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1910,0001104659-24-114800,1080014,"INNOVIVA, INC.",2834.0,US,CA,BURLINGAME,94010,1350 OLD BAYSHORE HIGHWAY,SUITE 400,6502389600,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1912,0001104659-24-114803,1820872,"GLOBAL BUSINESS TRAVEL GROUP, INC.",4700.0,US,NY,NEW YORK,10017,666 THIRD AVENUE,,212-329-7200,2-ACC,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1921,0001110803-24-000052,1110803,"ILLUMINA, INC.",3826.0,US,CA,SAN DIEGO,92122,5200 ILLUMINA WAY,,8582024500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,20051000000.0,,,,
1930,0001140361-24-045412,1163668,"SOUTH PLAINS FINANCIAL, INC.",6022.0,US,TX,LUBBOCK,79407-3544,5219 CITY BANK PARKWAY,,806-792-7101,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
1938,0001159167-24-000083,1159167,IROBOT CORP,3630.0,US,MA,BEDFORD,01730,8 CROSBY DRIVE,,781-430-3000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,1778770000.0,,,,
1948,0001171843-24-006057,1799448,"ALIGOS THERAPEUTICS, INC.",2836.0,US,CA,SOUTH SAN FRANCISCO,94080,"ONE CORPORATE DR., 2ND FLOOR",,(800) 466-6059,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1953,0001178879-24-000013,1178879,"AMICUS THERAPEUTICS, INC.",2834.0,US,NJ,PRINCETON,08542,47 HULFISH STREET,,(609) 662-2000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,2498181000.0,,,,
1957,0001193125-24-251643,1054905,INNOSPEC INC.,2800.0,US,CO,ENGLEWOOD,80112,8310 SOUTH VALLEY HIGHWAY,SUITE 350,7203556451,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,3877700000.0,,,,
1958,0001193125-24-251660,1278021,MARKETAXESS HOLDINGS INC,6211.0,US,NY,NEW YORK,10001,"55 HUDSON YARDS, 15TH FLOOR",,212-831-6000,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
1987,0001193125-24-252153,1811063,NUVATION BIO INC.,2834.0,US,CA,SAN FRANCISCO,94103,"357 TEHAMA STREET, FLOOR 3",,(415) 754-3517,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,79250000.0,,,,
1994,0001193125-24-252194,1369568,"CATALYST PHARMACEUTICALS, INC.",2834.0,US,FL,CORAL GABLES,33134,355 ALHAMBRA CIRCLE,SUITE 801,(305) 529-2522,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
2001,0001213900-24-094743,1335112,"LOGIQ, INC.",7389.0,US,NY,NEW YORK,10004,"85 BROAD STREET, 16-079",,(808) 829-1057,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,,,,,
2020,0001213900-24-095015,1918080,ASPEN-1 ACQUISITION INC.,6770.0,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,561 464 2841,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
2021,0001213900-24-095020,1918102,SURFSIDE ACQUISITION INC.,6770.0,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,561 464 2841,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
2040,0001289636-24-000045,1289636,PROFIRE ENERGY INC,3533.0,US,UT,LINDON,84042,"321 SOUTH 1250 WEST, SUITE 1",,801-796-5127,4-NON,0,1231.0,8-K,10312024,,,11062024,0,0,,,173292783.0,,,,
2048,0001326732-24-000060,1326732,XENCOR INC,2834.0,US,CA,PASADENA,91107,465 N. HALSTEAD ST.,SUITE 200,626-305-5900,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
2055,0001341766-24-000095,1341766,"CELSIUS HOLDINGS, INC.",2086.0,US,FL,BOCA RATON,33431,2424 N. FEDERAL HWY,SUITE 208,561-276-2239,1-LAF,0,1231.0,8-K,10312024,,,11062024,0,0,,,3657150000.0,,,,
2057,0001360901-24-000024,1360901,EVERCORE INC.,6282.0,US,NY,NEW YORK,10055,55 EAST 52ND STREET,38TH FLOOR,212-857-3100,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
2067,0001396814-24-000141,1396814,"PACIRA BIOSCIENCES, INC.",2834.0,US,FL,TAMPA,33609,5401 WEST KENNEDY BOULEVARD,SUITE 890,813-553-6680,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
2075,0001410578-24-001766,744218,"CELLDEX THERAPEUTICS, INC.",2835.0,US,NJ,HAMPTON,08827,53 FRONTAGE ROAD,SUITE 220,908-200-7500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11062024,0,1,,,,,,,
